Fecha ingreso,Semana,Sustrato,Proveedor,Observaciones,Transportista,Cantidad sustrato,Lugar de descarga,N° remito,Patente,ST (%) Análisis Planta,Responsable,Columna1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
2024-01-10,2,Lactosa,Remotti S.A.,,Federico Fogliatto,29080.0,Buffer,176,JXJ011/GDF814,0.1168,Leonardo,.,,,,1.0
2024-01-10,2,Lactosa,Remotti S.A.,,Federico Fogliatto,27580.0,Buffer,177,JXJ011/GDF815,0.1147,Leonardo,,,,,1.0
2024-01-11,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28740.0,Buffer,178,JXJ011/GDF816,0.1137,Leonardo,,,,,1.0
2024-01-12,2,Lactosa,Remotti S.A.,,Federico Fogliatto,29220.0,Playón,180,GDH812/NYW968,0.1147,Leonardo,,,,,2.0
2024-01-12,2,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,31620.0,Playón,179,MYZ940/LJH045,0.247,Agustín,,,,,-1.0
2024-01-13,2,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,5500.0,Buffer,181,WTG975,0.806,Leonardo,.,,,,2.0
2024-01-15,3,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,19660.0,Playón,182,FEJ852/LJH045,0.3249,Agustín,,,,,1.0
2024-01-15,3,Lactosa,Remotti S.A.,,Federico Fogliatto,28840.0,Buffer,183,AG001MB/JFD165,0.1133,Andrés,.,,,,1.0
2024-01-15,3,Lactosa,Remotti S.A.,,Federico Fogliatto,28940.0,Buffer,184,AG001MB/JFD165,0.1134,Andrés,,,,,1.0
2024-01-17,3,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,25720.0,Playón,187,GVI255/AE310WL,0.4092,Andrés,,,,,3.0
2024-01-17,3,Lactosa,Remotti S.A.,,Federico Fogliatto,28740.0,buffer,185,JXJ011/GDF812,0.1078,Andrés,,,,,-2.0
2024-01-17,3,Lactosa,Remotti S.A.,,Federico Fogliatto,28440.0,buffer,186,AG001MB/IDF165,0.1089,Andrés,,,,,1.0
2024-01-18,3,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,5000.0,Buffer,190,WTG975,0.4614,Leonardo,.,,,,4.0
2024-01-18,3,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,22800.0,Playón,189,FEJ852/LJH045,0.1652,Leonardo,,,,,-1.0
2024-01-18,3,Lactosa,Remotti S.A.,,Federico Fogliatto,27260.0,Buffer,188,JXJ011/GDF812,0.1106,Andrés,,,,,-1.0
2024-01-18,3,Lactosa,Remotti S.A.,,Federico Fogliatto,27310.0,Buffer,191,JXJ011/GDF812,0.1147,Leonardo,,,,,3.0
2024-01-19,3,Lactosa,Remotti S.A.,,Federico Fogliatto,27680.0,Buffer,192,NYW 968 / JDF 812,0.1135,Andrés,,,,,1.0
2024-01-20,3,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,22800.0,Playón,194,FEJ852/LJH045,0.3863,Cristián,,,,,2.0
2024-01-20,3,Lactosa,Remotti S.A.,,Federico Fogliatto,28400.0,Buffer,193,JXJ011/GDF812,0.1174,Cristián,,,,,-1.0
2024-01-22,4,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,5040.0,Buffer,197,WTG975,0.6232,Andrés,,,,,4.0
2024-01-22,4,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,17240.0,Playón,195,FEJ852/LJH045,0.1458,Gustavo,,,,,-2.0
2024-01-22,4,Lactosa,Remotti S.A.,,Federico Fogliatto,28520.0,Buffer,196,jXJ011/GDF812,0.1143,Gustavo,,,,,
2024-01-23,4,Cebada,Maria Elena S.A.,,Maria elena,11180.0,Playón,198,,,Andrés,,,,,3.0
2024-01-23,4,Descarte de maiz,Maria Elena S.A.,,Maria Elena S.A.,11180.0,Playón,587,,,Agustin ,,,,,389.0
2024-01-24,4,Lactosa,Remotti S.A.,,Federico Fogliatto,27860.0,Buffer,199,JXJ011/GDF812,0.1192,Gustavo,,,,,-388.0
2024-01-25,4,desc.maiz.duro,Cargill S.A.C.I.,,obaya dario e.,11220.0,Playón,202,NBL471/LJP015,0.8988,Gustavo,,,,,3.0
2024-01-25,4,Lactosa,Remotti S.A.,,Federico Fogliatto,27780.0,Buffer,200,JXJ011/GDF812,0.1232,Gustavo,,,,,-2.0
2024-01-25,4,Lactosa,Remotti S.A.,,Federico Fogliatto,27280.0,Buffer,201,JXJ011/GDF812,0.1239,Gustavo,,,,,1.0
2024-01-25,4,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,28620.0,Playón,203,fej852/ae310wl,0.1819,Andrés,,,,,2.0
2024-01-26,4,Lactosa,Remotti S.A.,,Federico Fogliatto,27320.0,Buffer,205,JXJ011/GDF812,0.1177,Gustavo,,,,,2.0
2024-01-26,4,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,27620.0,Buffer,204,OEE858/BKM778,0.0555,Gustavo,,,,,-1.0
2024-01-26,4,Lactosa,Remotti S.A.,,Federico Fogliatto,28000.0,Buffer,206,JXJ011/GDF812,0.1205,Andrés,,,,,2.0
2024-01-27,4,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,5600.0,Buffer,209,WTG975,0.6013,Agustín,,,,,3.0
2024-01-27,4,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,11960.0,Playón,208,FEJ852/LJH045,0.2431,Andrés,,,,,-1.0
2024-01-27,4,Lactosa,Remotti S.A.,,Federico Fogliatto,27300.0,Buffer,207,AG001MB/JFD165,0.1074,Agustín,,,,,-1.0
2024-01-29,5,Lactosa,Remotti S.A.,,Federico Fogliatto,27500.0,Buffer,210,JXJ011/GDF812,0.1072,Agustín,,,,,3.0
2024-01-29,5,Lactosa,Remotti S.A.,,Federico Fogliatto,26840.0,Buffer,211,AG001MB/IDF165,0.1089,Agustín,,,,,1.0
2024-01-30,5,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,28500.0,Buffer,212,OEE858/BKM778,0.0581,Agustín,,,,,1.0
2024-01-31,5,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,19940.0,Playón,213,FEJ852/AE310WL,0.1723,Gustavo,,,,,1.0
2024-01-31,5,Lactosa,Remotti S.A.,,Federico Fogliatto,26400.0,Buffer,214,JXJ011/GDF812,0.1235,Agustín,,,,,1.0
2024-01-31,5,Lactosa,Remotti S.A.,,Federico Fogliatto,26280.0,Buffer,215,NYK029/IED478,0.1234,Gustavo,,,,,1.0
2024-02-01,5,Lactosa,Remotti S.A.,,Federico Fogliatto,27360.0,Buffer,216,JXJ011/GDF812,0.1209,Agustín,,,,,1.0
2024-02-01,5,Lactosa,Remotti S.A.,,Federico Fogliatto,26900.0,Buffer,217,JXJ011/GDF812,0.1143,Gustavo,,,,,1.0
2024-02-02,5,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,18440.0,Playón,221,FEJ852/LJH045,0.194,Gustavo,,,,,4.0
2024-02-02,5,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,27000.0,Buffer,218,OEE858/BKM778,0.0566,Leonardo,,,,,-3.0
2024-02-02,5,Lactosa,Remotti S.A.,,Federico Fogliatto,28500.0,Buffer,219,JXJ011/GDF812,0.1189,Leonardo,,,,,1.0
2024-02-02,5,Lactosa,Remotti S.A.,,Federico Fogliatto,28380.0,Buffer,220,JXJ011/GDF812,0.1214,Gustavo,,,,,1.0
2024-02-03,5,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,5200.0,Buffer,223,WTG975,0.5732,Leonardo,,,,,3.0
2024-02-03,5,Lactosa,Remotti S.A.,,Federico Fogliatto,28480.0,Buffer,222,JXJ011/GDF812,0.115,Leonardo,,,,,-1.0
2024-02-04,6,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,27000.0,Buffer,224,OEE858/BKM778,0.0579,Leonardo,,,,,2.0
2024-02-06,6,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,22060.0,Playón,225,FEJ852/AE310WL,0.1736,Leonardo,,,,,1.0
2024-02-06,6,Lactosa,Remotti S.A.,,Federico Fogliatto,27160.0,Buffer,228,JXJ011/GDF812,0.1063,Andrés,,,,,3.0
2024-02-06,6,Suero ,Nonna Pia S.R.L.,,Ernesto Martin,28680.0,Buffer,227,OEE858/BKM778,0.054,Andrés,,,,,-1.0
2024-02-06,6,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29000.0,Buffer,226,AD603KH/A106225,0.0452,Andrés,,,,,-1.0
2024-02-07,6,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,18360.0,Playón,230,FEJ852/LJH045,0.2222,Andrés,,,,,4.0
2024-02-07,6,Lactosa,Remotti S.A.,,Federico Fogliatto,26860.0,Buffer,229,JXJ011/GDF812,0.1261,Leonardo,,,,,-1.0
2024-02-07,6,Lactosa,Remotti S.A.,,Federico Fogliatto,27380.0,Buffer,232,JXJ011/GDF812,0.1152,Andrés,,,,,3.0
2024-02-07,6,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29980.0,Buffer,231,Ad063kh/aa062z5,0.0509,Andrés,,,,,-1.0
2024-02-11,7,Lactosa,Remotti S.A.,,Federico Fogliatto,29280.0,Buffer,233,JXJ011/GDF812,0.1197,Leonardo,,,,,2.0
2024-02-13,7,Lactosa,Remotti S.A.,,Federico Fogliatto,28360.0,Buffer,234,JXJ011/GDF813,0.1114,Leonardo,,,,,1.0
2024-02-14,7,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,5480.0,Buffer,236,WTG975,0.5812,Gustavo,,,,,2.0
2024-02-14,7,Lactosa,Remotti S.A.,,Federico Fogliatto,27580.0,Buffer,235,AG001MB/JFD165,0.1145,Gustavo,,,,,-1.0
2024-02-14,7,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,28000.0,Buffer,238,OEE858/BKM778,0.0558,Leonardo,,,,,3.0
2024-02-14,7,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29000.0,Buffer,237,AD603KH/A106225,0.0523,Leonardo,,,,,-1.0
2024-02-15,7,Lactosa,Remotti S.A.,,Federico Fogliatto,27180.0,Buffer,239,JXJ011/GDF812,0.1177,Gustavo,,,,,2.0
2024-02-15,7,Lactosa,Remotti S.A.,,Federico Fogliatto,27540.0,Buffer,241,KKS989/HQK247,0.1099,Gustavo,,,,,2.0
2024-02-15,7,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,27600.0,Buffer,242,OEE858/BKM778,,Leonardo,,,,,1.0
2024-02-15,7,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,31881.0,Playón,240,FEj852/ae310wl,0.1637,Gustavo,,,,,-2.0
2024-02-16,7,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5080.0,Buffer,246,WTG975,0.4574,Gustavo,,,,,6.0
2024-02-16,7,Suero,Nonna Pia S.R.L.,,Bertola Leandro,21320.0,Buffer,244,OEE858/BKY778,0.0522,Gustavo,,,,,-2.0
2024-02-16,7,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,23120.0,Playón,248,FEJ852/LJH045,0.3537,Cristián,,,,,4.0
2024-02-16,7,Suero,Nonna Pia S.R.L.,,Bertola Leandro,26040.0,Buffer,249,OEE858/BKY778,0.0564,Cristián,,,,,1.0
2024-02-16,7,Lactosa,Remotti S.A.,,Federico Fogliatto,27700.0,Buffer,243,AG001MB/JFD165,0.0916,Gustavo,,,,,-6.0
2024-02-16,7,Lactosa,Remotti S.A.,,Federico Fogliatto,28360.0,Buffer,247,JXJ011/GDF812,0.1199,Cristián,,,,,4.0
2024-02-16,7,Suero,Nonna Pia S.R.L.,,Bertola Leandro,29010.0,Buffer,245,AD603KH/AA62ZS,0.065,Gustavo,,,,,-2.0
2024-02-17,7,Lactosa,Remotti S.A.,,Federico Fogliatto,27790.0,Buffer,250,JXJ011/GDF812,0.1224,Gustavo,,,,,5.0
2024-02-18,8,Lactosa,Remotti S.A.,,Federico Fogliatto,27680.0,Buffer,251,AG001MB/IDF165,0.1239,Gustavo,,,,,1.0
2024-02-18,8,Suero,Nonna Pia S.R.L.,,Bertola Leandro,28260.0,Buffer,252,OEE858/BKY778,0.0584,Gustavo,,,,,1.0
2024-02-19,8,Lactosa,Remotti S.A.,,Federico Fogliatto,27900.0,Buffer,253,JXJ011/GDF812,0.1205,Gustavo,,,,,1.0
2024-02-19,8,Suero,Nonna Pia S.R.L.,,Bertola Leandro,28100.0,Buffer,254,AD603KH/AA62ZS,0.0531,Gustavo,,,,,1.0
2024-02-20,8,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,2080.0,Buffer,259,WTG975,0.7043,Andrés/Agustín,,,,,5.0
2024-02-20,3,Glicerol,América Pampa Agroind.,,Mauro Traversaro,3020.0,Buffer,258,WTG975,0.7043,Andrés/Agustín,,,,,-1.0
2024-02-20,8,Lactosa,Remotti S.A.,,Federico Fogliatto,27940.0,Buffer,256,AG001MB/JFD165,0.1257,Andrés,,,,,-2.0
2024-02-20,8,Lactosa,Remotti S.A.,,Federico Fogliatto,28000.0,Buffer,257,jXJ011/GDF812,0.1203,Andrés/Agustín,,,,,1.0
2024-02-20,8,Suero,Nonna Pia S.R.L.,,Bertola Leandro,28420.0,Buffer,255,OEE858/BKM778,0.0563,Andrés/Agustín,,,,,-2.0
2024-02-21,8,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia mariana,21740.0,Playón,260,FEJ852/LJH045,0.2963,Agustín,,,,,5.0
2024-02-21,8,Lactosa,Remotti S.A.,,Federico Fogliatto,27500.0,Buffer,263,jxJ011/GDF812,0.0673,Andrés,,,,,3.0
2024-02-21,8,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,28040.0,Buffer,262,OEE858/BKM778,0.0563,Andrés,,,,,-1.0
2024-02-21,8,Suero,Nonna Pia S.R.L.,,Bertola Leandro,28600.0,Buffer,261,AD603KH/AA62ZS,0.0418,,,,,,-1.0
2024-02-22,8,Contenido ruminal,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,22520.0,Playón,265,FEJ852/LJH045,0.2186,Gustavo,,,,,4.0
2024-02-22,8,Lactosa,Remotti S.A.,,Federico Fogliatto,29540.0,Buffer,264,AG001MB/JFD165,0.1312,Agustín,,,,,-1.0
2024-02-23,8,Sangre,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,18920.0,Buffer,267,JXQ918,0.0565,Gustavo,,,,,3.0
2024-02-23,8,Lactosa,Remotti S.A.,,Federico Fogliatto,27160.0,Buffer,266,JXJ011/GDF812,0.1076,Gustavo,,,,,-1.0
2024-02-24,8,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,2320.0,Buffer,270,WTG975,0.7107,Agustín,,,,,4.0
2024-02-24,8,Glicerol,América Pampa Agroind.,,Mauro Traversaro,3300.0,Buffer,269,WTG975,0.5506,Agustín,,,,,-1.0
2024-02-24,8,Lactosa,Remotti S.A.,,Federico Fogliatto,26440.0,Buffer,268,JXJ011/GDF812,0.1273,Agustín,,,,,-1.0
2024-02-25,9,Lactosa,Remotti S.A.,,Federico Fogliatto,26660.0,Buffer,271,JXJ011/GDF812,0.1213,Agustín,,,,,3.0
2024-02-25,9,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29000.0,Buffer,272,AD603KH/AA62ZS,0.0534,Agustín,,,,,1.0
2024-02-26,9,Lactosa,Remotti S.A.,,Federico Fogliatto,23500.0,Buffer,275,JXJ011/GDF812,0.1133,Leonardo,,,,,3.0
2024-02-26,9,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,26960.0,Playón,274,FEj852/ae310wl,0.1985,Leonardo,,,,,-1.0
2024-02-26,9,Suero,Nonna Pia S.R.L.,,Bertola Leandro,29800.0,Buffer,276,AD603KH/AA62ZS,0.052,Gustavo,,,,,2.0
2024-02-26,9,Suero,Nonna Pia S.R.L.,,Bertola Leandro,30400.0,Buffer,273,OEE858/BKM778,0.0488,Leonardo,,,,,-3.0
2024-02-27,9,Lactosa,Remotti S.A.,,Federico Fogliatto,27360.0,Buffer,277,JXJ011/GDF812,0.1195,Leonardo,,,,,4.0
2024-02-27,9,Lactosa,Remotti S.A.,,Federico Fogliatto,27860.0,Buffer,279,AG001MB/JFD165,0.1257,Gustavo,,,,,2.0
2024-02-27,9,Suero,Nonna Pia S.R.L.,,Bertola Leandro,29760.0,Buffer,278,AD603KH/AA62ZS,0.0472,Leonardo,,,,,-1.0
2024-02-28,9,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5260.0,Buffer,284,WTG975,0.6601,Agustín,,,,,6.0
2024-02-28,9,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia mariana,13320.0,Playón,281,FEJ852/LJH045,0.29,Leonardo,,,,,-3.0
2024-02-28,9,Lactosa,Remotti S.A.,,Federico Fogliatto,28220.0,Buffer,282,AG001MB/JFD165,0.1213,Leonardo,,,,,1.0
2024-02-28,9,Lactosa,Remotti S.A.,,Federico Fogliatto,27920.0,Buffer,285,AG001MB/JFD165,0.1128,Agustín,,,,,3.0
2024-02-28,9,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,28740.0,Buffer,283,oee858/aa062es,0.0563,Leonardo,,,,,-2.0
2024-02-28,9,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29780.0,Buffer,280,oee858/aa062es,0.0428,Andrés,,,,,-3.0
2024-02-29,9,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,23260.0,Buffer,287,FOR947/NN914,0.0555,Agustín,,,,,7.0
2024-02-29,9,Lactosa,Remotti S.A.,,Federico Fogliatto,27180.0,Buffer,286,JXJ011/GFD165,0.1113,Agustín,,,,,-1.0
2024-03-01,9,Lactosa,Remotti S.A.,,Federico Fogliatto,27880.0,Buffer,288,JXJ011/GFD165,0.1192,Leonardo,,,,,2.0
2024-03-01,9,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia mariana,28740.0,Playón,290,FEJ852/LJH045,0.2533,Leonardo,,,,,2.0
2024-03-01,9,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,30140.0,Buffer,289,oee858/aa062es,0.0544,Leonardo,,,,,-1.0
2024-03-03,10,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,27860.0,Buffer,293,OEE858/EYN 411,0.0531,Agustín,,,,,4.0
2024-03-03,10,Lactosa,Remotti S.A.,,Federico Fogliatto,27880.0,Buffer,291,JXJ011/GFD165,0.1123,Andrés,,,,,-2.0
2024-03-03,10,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29560.0,Buffer,292,AD603KH/AA62ZS,0.0525,Agustín,,,,,1.0
2024-03-04,10,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,21000.0,Buffer,294,fdr947/nnw914,0.0549,Andrés,,,,,2.0
2024-03-04,10,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,28580.0,Buffer,295,AD603KH/AA62ZS,0.0354,Andrés,,,,,1.0
2024-03-05,10,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5660.0,buffer,296,WTG975,0.3799,Cristián,,,,,1.0
2024-03-05,10,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia mariana,18800.0,Playón,298,LjH045,0.3761,Andrés,,,,,2.0
2024-03-05,10,Lactosa,Remotti S.A.,,Federico Fogliatto,27400.0,Buffer,297,jxj011/GDF812,0.1235,Andrés,,,,,-1.0
2024-03-05,10,Lactosa,Remotti S.A.,,Federico Fogliatto,27830.0,Buffer,299,JXJ011/GFD165,0.1117,Andrés,,,,,2.0
2024-03-05,10,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,28700.0,Buffer,300,AG001MB/IDF165,0.0548,Andrés,,,,,1.0
2024-03-05,10,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29000.0,Buffer,351,AD603KH/AA62ZS,0.0581,,,,,,51.0
2024-03-06,10,Lactosa,Remotti S.A.,,Federico Fogliatto,28220.0,Buffer,301,AG001MB/IDF165,0.115,Cristián,,,,,-50.0
2024-03-06,10,Lactosa,Remotti S.A.,,Federico Fogliatto,27420.0,Buffer,302,ag001MB/JFD165,0.1227,Cristián,,,,,1.0
2024-03-06,10,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29580.0,Buffer,303,oee858/aa062es,0.0484,Andrés,,,,,1.0
2024-03-07,10,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia mariana,18640.0,Playón,304,FEJ852/LJH045,,Cristián,,,,,1.0
2024-03-07,10,Lactosa,Remotti S.A.,,Federico Fogliatto,27900.0,Buffer,305,,,Cristián,,,,,1.0
2024-03-07,10,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,28900.0,Buffer,306,dee858/eyn411,0.0609,Andrés,,,,,1.0
2024-03-08,10,Centeno,Maria Elena S.A.,,Maria Elena S.A.,1750.0,playon,320,,0.8429,Agustín,,,,,14.0
2024-03-08,10,Barrido Cargil,Cargill S.A.C.I.,,Transcereal S.A,11700.0,Playón,310,fbk151/ad50fj,0.8739,Andrés,,,,,-10.0
2024-03-08,10,Centeno,Maria Elena S.A.,,Maria Elena S.A.,11740.0,Playón,320,,,Gustavo,,,,,10.0
2024-03-08,10,Lactosa,Remotti S.A.,,Federico Fogliatto,27860.0,Buffer,307,aG001MB/IDF165,0.1191,Cristián,,,,,-13.0
2024-03-08,10,Lactosa,Remotti S.A.,,Federico Fogliatto,27480.0,Buffer,309,ag001MB/JFD165,0.1185,Cristián,,,,,2.0
2024-03-08,10,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,28660.0,Buffer,308,oee858/BKM778,0.0495,Cristián,,,,,-1.0
2024-03-09,10,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5860.0,Buffer,313,WTG975,0.3105,Gustavo,,,,,5.0
2024-03-09,10,Lactosa,Remotti S.A.,,Federico Fogliatto,28540.0,Buffer,312,AG001MB/JFD165,0.1197,Gustavo,,,,,-1.0
2024-03-09,10,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29280.0,Buffer,311,OEE858/EYN411,0.0576,Agustín,,,,,-1.0
2024-03-10,11,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,25980.0,Buffer,315,PBC854/GWR350,0.0589,Cristián,,,,,4.0
2024-03-10,11,Lactosa,Remotti S.A.,,Federico Fogliatto,27320.0,Buffer,314,AG001MB/JFD165,0.1226,Gustavo,,,,,-1.0
2024-03-11,11,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia mariana,15540.0,Playón,316,FEJ852/LJH045,0.0712,Gustavo,,,,,2.0
2024-03-11,11,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,28000.0,Buffer,317,PBC854/GWR350,0.0487,Cristián,,,,,1.0
2024-03-11,11,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,28100.0,Buffer,318,PBC854/GWR350,0.0598,Agustín,,,,,1.0
2024-03-12,11,Lactosa,Remotti S.A.,,Federico Fogliatto,27140.0,Buffer,319,AG001MB/JFD165,0.1233,Gustavo,,,,,1.0
2024-03-12,11,Lactosa,Remotti S.A.,,Federico Fogliatto,27400.0,Buffer,321,AG001MB/JFD166,0.126,Cristián,,,,,2.0
2024-03-12,11,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29000.0,Buffer,322,PBC854/GWR350,0.0546,Cristián,,,,,1.0
2024-03-13,11,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia mariana,21180.0,Playón,324,FEJ852/AE310WL,0.2191,Gustavo,,,,,2.0
2024-03-13,11,Lactosa,Remotti S.A.,,Federico Fogliatto,26000.0,Buffer,323,AG001MB/JFD165,0.1205,Gustavo,,,,,-1.0
2024-03-13,11,Lactosa,Remotti S.A.,,Federico Fogliatto,26520.0,Buffer,325,AG001MB/JFD166,0.0519,Sebastián,,,,,2.0
2024-03-14,11,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia mariana,19680.0,Playón,328,FEJ852/LJH045,,Sebastián,,,,,3.0
2024-03-14,11,Lactosa,Remotti S.A.,,Federico Fogliatto,27840.0,Buffer,327,AG001MB/IDF165,0.116,Gustavo,,,,,-1.0
2024-03-14,11,Lactosa,Remotti S.A.,,Federico Fogliatto,26000.0,Buffer,329,ag001MB/IDF165,0.0767,Sebastián,,,,,2.0
2024-03-15,11,maiz en mal estado,Maria Elena S.A.,,Maria Elena S.A.,3500.0,Playón,367,,,Leonardo,,,,,38.0
2024-03-15,11,Lactosa,Remotti S.A.,,Federico Fogliatto,27400.0,Buffer,331,AG001MB/JFD165,0.1214,Agustín,,,,,-36.0
2024-03-15,11,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,27700.0,Buffer,330,jty448,0.0398,Andrés,,,,,-1.0
2024-03-16,11,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5640.0,Buffer,333,WTG 975,0.3941,Agustín,,,,,3.0
2024-03-16,11,Lactosa,Remotti S.A.,,Federico Fogliatto,26980.0,Buffer,332,AG001MB/JFD165,0.1177,Agustín,,,,,-1.0
2024-03-17,12,Lactosa,Remotti S.A.,,Federico Fogliatto,26760.0,Buffer,335,AG001MB/JFD165,0.121,Agustín,,,,,3.0
2024-03-17,12,Suero ,Nonna Pia S.R.L.,,Bertola Leandro,29180.0,Buffer,334,AD603KH/AA62ZS,0.0669,Andrés,,,,,-1.0
2024-03-18,12,Lactosa,Remotti S.A.,,Federico Fogliatto,26880.0,Buffer,336,AG001MB/JFD165,0.1179,Agustín,,,,,2.0
2024-03-19,12,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,2080.0,Buffer,340,WTG 975,0.6134,Gustavo,,,,,4.0
2024-03-19,12,Glicerol,Galan carlos,,Mauro Traversaro,2820.0,Buffer,341,WTG 975,0.6135,Gustavo,,,,,1.0
2024-03-19,12,Barrido Cargil,Cargill S.A.C.I.,,Transcereal S.A,9340.0,Playón,338,FBK151/AD510FJ,0.9054,Agustín,,,,,-3.0
2024-03-19,12,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia mariana,23940.0,Playón,339,FEJ852/AE310WL,0.2106,Gustavo,,,,,1.0
2024-03-19,12,Lactosa,Remotti S.A.,,Federico Fogliatto,27640.0,Buffer,337,AG001MB/JFD166,0.123,Agustín,,,,,-2.0
2024-03-20,12,Lactosa,Remotti S.A.,,Federico Fogliatto,27400.0,Buffer,342,AG001MB/JFD165,0.1122,Agustín,,,,,5.0
2024-03-20,12,Suero ,Nonna Pia S.R.L.,Laboulaye,Bertola Leandro,27440.0,Buffer,344,AD603KH/AA62ZS,0.0566,Gustavo,,,,,2.0
2024-03-20,12,Lactosa,Remotti S.A.,,Federico Fogliatto,27640.0,Buffer,343,Ag001MB/JFD165,0.1108,Gustavo,,,,,-1.0
2024-03-21,12,Glicerol,Galan carlos,,Mauro Traversaro,1940.0,Buffer,349,WTG 975,0.5394,Gustavo,,,,,6.0
2024-03-21,12,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,3280.0,Buffer,348,WTG 975,0.5394,Gustavo,,,,,-1.0
2024-03-21,12,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia mariana,16400.0,Playón,346,FEJ852/LJH045,0.5861,Leonardo/Andrés,,,,,-2.0
