Fecha_Unnamed: 0_level_1,Hora_Unnamed: 1_level_1,Responsable_Unnamed: 2_level_1,Calidad Gas BIO 040_CO2,Columna1_CH4,Columna2_O2,Columna3_H2S,Calidad Gas BIO 050_CO2,Columna4_CH4,Columna5_O2,Columna6_H2S,Calidad de biogás ingreso al CHP_CO2,Columna7_CH4,Columna8_O2,Columna9_H2S,"Datos de consumo del motor_Caudal másico
 SCADA (kg/h)","Columna10_Caudal CHP
(l/s)","Columna11_Potencia 
exacta (kW)","Eficiencia y biogás_Consumo
 (m3/MW)","Columna12_Biogás generado
 (m3/d)","Columna13_Biogás 
generado (m3/h)","Columna14_LHV
(kWh/m3)",Columna15_Energía entregada a CHP (kW),"Columna16_η
eléctrico (%)",Columna17_Unnamed: 24_level_1,Columna18_Unnamed: 25_level_1,Columna19_Unnamed: 26_level_1
,,,040AIT01,040AIT02,040AIT03,040AIT04,050AIT01,050AIT02,050AIT03,050AIT04,080AIT01,080AIT02,080AIT03,080AIT04,090FIT01,,,,,,,,,,,
2023-07-08,00:06am,Jason,0.4673,0.5267,0.0025,74,44.6,50.41,1.02,126,0.4616,0.5246,0.0032,100,1213.679,190.3,1317.0,520.1822323462414,16316.769356719818,679.8653898633257,5.230540753500862,3583.338859408371,0.36753431692403327,,,
2023-07-09,00:10am,Jason,0.4541,0.5286,0.0024,79,43.64,50.17,1.06,79,0.4527,0.5232,0.004,80,1224.286,191.3,1337.0,515.0934928945401,16323.91544921466,680.1631437172775,5.216582009591407,3592.55569836541,0.3721584610666792,,,
2023-07-10,00:06am,jason,0.4567,0.5291,0.0017,78,43.86,50.49,0.97,120,0.4492,0.5232,0.0037,101,1361.777,213.7,1502.0,512.1970705725699,16980.87972463382,707.536655193076,5.216582009591407,4013.2208716188607,0.37426297929974645,,,
2023-07-11,00:07am,jason,0.4615,0.5253,0.0021,85,44.24,50.34,0.97,138,0.4552,0.5217,0.0037,77,1250.081,192.7,1340.0,517.7014925373135,16609.17884238806,692.0491184328358,5.201626212545559,3608.4721361671054,0.3713483018392762,,,
2023-07-12,00:18am,Agustín,0.469,0.5286,0.0025,104,0.4503,0.5064,0.0102,176,0.4648,0.5252,0.0036,105,1237.249,189.8,1337.0,511.0545998504115,16384.51779267016,682.6882413612567,5.2365230723192004,3578.011484854264,0.3736712432756368,,,
2023-07-13,00:20am,Agustín,0.4637,0.536,0.0027,101,0.448,0.5054,0.0109,177,0.4591,0.5316,0.004,114,1212.18,186.2,1335.0,502.1123595505618,15240.139442696629,635.0058101123595,5.3003344730481485,3552.9202039736347,0.3757472510941613,,,
2023-07-14,00:16am,Agustín,0.4637,0.5352,0.0031,107,0.4544,0.5082,0.01,157,0.4573,0.5317,0.0044,125,906.423,137.5,974.0,508.2135523613963,16085.258778234087,670.2191157597537,5.301331526184538,2624.1591054613464,0.3711665188185164,,,
2023-07-15,00:12am,Agustín,0.4691,0.5329,0.0027,116,0.4522,0.5086,0.0096,164,0.4654,0.5311,0.0034,136,1346.75,212.7,1500.0,510.48,16810.616879999998,700.4423699999999,5.2953492073662005,4054.754795064447,0.3699360567563392,,,
2023-07-16,00:16am,Agustín,0.4655,0.5355,0.0027,112,0.4529,0.5071,0.0103,168,0.4631,0.5325,0.0036,131,1209.564,186.5,1326.0,506.3348416289592,16349.141904977374,681.2142460407239,5.309307951275657,3564.669358486476,0.37198400935648257,,,
2023-07-17,00:22am,Agustín,0.4657,0.5319,0.003,103,0.4503,0.5022,0.0111,192,0.4622,0.5276,0.0042,134,1227.15,188.1,1340.0,505.34328358208955,14164.55494119403,590.1897892164179,5.2604523475925555,3562.167911695775,0.376175417110557,,,
2023-07-18,00:11am,Edgar,0.4615,0.5325,0.003,105,0.4438,0.5029,0.0114,164,0.4572,0.53,0.0039,126,1074.58,163.7,1174.0,501.97614991482106,14956.650453833046,623.1937689097102,5.284381622865913,3114.1917779873397,0.37698384803993684,,,
2023-07-19,00:00am,Edgar,0.4604,0.5329,0.0029,109,0.4464,0.5062,0.0108,157,0.4626,0.5327,0.0041,123,1293.74,188.3,1354.0,500.64992614475636,16234.500057607092,676.4375024002956,5.311302057548435,3600.4254387709334,0.3760666685163215,,,
2023-07-20,00:00am,Edgar,0.4542,0.5424,0.0028,115,0.4508,0.5053,0.0105,170,0.4526,0.5377,0.0037,141,1220.06,184.4,1340.0,495.4029850746269,16381.852151641793,682.5771729850748,5.361154714367926,3558.948945586004,0.3765156568660359,,,
2023-07-21,00:06am,Edgar,0.459,0.5285,0.002,91,0.4424,0.5019,0.0097,172,0.4528,0.5276,0.0026,112,1225.08,192.7,1342.0,516.929955290611,16546.493647690015,689.4372353204172,5.2604523475925555,3649.2810025719077,0.3677436730836012,,,
2023-07-22,00:00am,Edgar,0.4693,0.5226,0.002,80,0.4467,0.5017,0.0096,150,0.4637,0.5217,0.0029,94,1235.91,194.2,1332.0,524.8648648648648,16093.542951351348,670.5642896396395,5.201626212545559,3636.5609177148513,0.3662801284343683,,,
2023-07-23,00:14am,Jason,0.4614,0.5319,0.0022,74,0.4481,0.5038,0.01,153,0.458,0.528,0.0035,85,1211.005,188.0,1323.0,511.56462585034024,15787.580081632657,657.815836734694,5.264440560138116,3562.9733711014774,0.37131908162170757,,,
2023-07-24,00:11am,Cristián,0.4608,0.537,0.0028,85,0.447,0.5061,0.0108,151,0.4551,0.5373,0.0022,81,1232.165,113.0,765.0,531.7647058823529,16768.18964705882,698.6745686274509,5.357166501822367,2179.295332941339,0.35103089904180135,,,
2023-07-25,00:20am,Cristián,0.4692,0.5343,0.0028,92,0.4529,0.5048,0.0108,151,0.4642,0.5316,0.0037,115,1336.766,186.7,1335.0,503.46067415730334,16902.493898426965,704.2705791011235,5.3003344730481485,3562.4608060251217,0.3747409649369728,,,
2023-07-26,00:20am,Cristián,0.459,0.527,0.0023,84,0.4515,0.5022,0.0095,164,0.4542,0.5232,0.0033,95,1228.78,192.0,1339.0,516.2061239731142,16784.555686333082,699.3564869305451,5.216582009591407,3605.7014850295805,0.37135631043206424,,,
2023-07-27,00:20am,Cristián,0.4654,0.5321,0.0027,80,0.4463,0.5032,0.0103,147,0.4551,0.5257,0.004,94,1208.764,186.6,1339.0,501.6878267363705,16151.22752262883,672.9678134428679,5.24150833800115,3521.0356411356524,0.38028584100561036,,,
2023-07-28,00:15am,Cristián,0.471,0.527,0.0028,73,0.4516,0.5032,0.011,159,0.4633,0.5241,0.0042,102,1223.08,188.2,1322.0,512.4962178517399,16418.477459001515,684.1032274583964,5.225555487818914,3540.4183541070706,0.3734021993379429,,,
2023-07-29,00:15am,Cristián,0.4658,0.5251,0.0025,72,0.4446,0.502,0.0104,144,0.4631,0.5246,0.0028,88,1225.226,189.1,1319.0,516.1182714177407,16939.65197695224,705.81883237301,5.230540753500862,3560.7429233532466,0.37042831465009624,,,
2023-08-01,00:07am,Jason,0.4578,0.5304,0.0021,73,0.4417,0.5045,0.0097,135,0.4536,0.5248,0.0033,92,1238.887,192.5,1337.0,518.3246073298429,16585.760261780106,691.0733442408377,5.232534859773644,3626.1466578231352,0.3687109557787809,,,
2023-08-02,00:8am,Jason,0.4579,0.5291,0.0019,80,0.4431,0.5035,0.0096,123,0.444,0.5146,0.0071,91,1236.436,191.5,1322.0,521.482602118003,13115.08927987897,546.4620533282904,5.130835439861883,3537.1979522407823,0.37374215914676906,,,
2023-08-03,00:09am,Jason,0.453,0.5309,0.0017,86,0.4372,0.5072,0.0088,116,0.4478,0.5271,0.0032,106,1227.829,191.5,1321.0,521.8773656320968,16281.770116578347,678.4070881907645,5.255467081910609,3623.119006269174,0.3646029837038862,,,
2023-08-04,00:10am,Jason,0.4369,0.5364,0.0029,62,0.4472,0.51,0.0053,114,0.4402,0.5255,0.0037,111,1218.143,190.8,1329.0,516.839729119639,15729.70705191874,655.4044604966142,5.239514231728371,3598.917535489584,0.3692777027799298,,,
2023-08-05,00:07am,Jason,0.4535,0.5317,0.0027,106,0.4476,0.5187,0.0061,129,0.4524,0.5316,0.0029,139,1222.335,186.5,1329.0,505.19187358916474,15755.974672686229,656.4989446952595,5.3003344730481485,3558.6445652045268,0.37345679672384424,,,
2023-08-06,00:7am,Jason,0.4583,0.5242,0.0042,123,0.4417,0.5036,0.0105,99,0.4539,0.5243,0.0043,145,1232.566,190.0,1337.0,511.5931189229619,16484.174899027672,686.8406207928197,5.227549594091694,3575.6439223587186,0.37391866445080224,,,
2023-08-07,00:12am,Agustín,0.461,0.5293,0.0027,111,0.4436,0.5003,0.0109,105,0.4587,0.5291,0.0024,132,1212.835,188.6,1328.0,511.26506024096386,15923.171358433736,663.4654732680723,5.275408144638403,3581.7911138836903,0.37076422319895325,,,
2023-08-08,00:10am,Agustín,0.4595,0.5293,0.0026,122,0.4423,0.5013,0.0108,124,0.4593,0.5321,0.0017,149,947.378,147.9,1019.0,522.5122669283612,16637.87740451423,693.2448918547597,5.305319738730097,2824.764441689453,0.3607380441926513,,,
2023-08-09,00:18am,Agustín,0.4636,0.5302,0.0026,108,0.4411,0.5019,0.011,132,0.4587,0.5239,0.0036,139,1229.962,188.6,1330.0,510.49624060150376,16416.104183458647,684.0043409774436,5.223561381546135,3546.589235614564,0.37500818720257956,,,
2023-08-10,00:15am,Agustín,0.4737,0.5297,0.0036,121,0.4466,0.5026,0.0121,127,0.4689,0.5272,0.0037,124,1214.821,185.4,1321.0,505.25359576078733,16018.47915942468,667.436631642695,5.256464135046998,3508.3744222957685,0.37652765668482435,,,
2023-08-11,00:14am,Agustín,0.4646,0.532,0.0031,107,0.4462,0.5027,0.0117,140,0.4602,0.5285,0.0032,82,1213.127,185.6,1321.0,505.7986373959121,15286.317231188492,636.9298846328538,5.269425825820065,3520.8195597799345,0.37519673404750337,,,
2023-08-12,00:15am,Agustín,0.4554,0.5298,0.0025,72,0.4391,0.5012,0.011,107,0.4532,0.5303,0.0035,63,1237.46,193.1,1337.0,519.9401645474944,16604.8454908003,691.8685621166792,5.287372782275082,3675.5700633263455,0.363753098693494,,,
2023-08-13,00:05am,Leonardo,0.4604,0.5257,0.0018,112,0.4391,0.4986,0.0107,100,0.4539,0.5221,0.0032,99,1217.152,189.0,1325.0,513.5094339622641,16444.04071245283,685.1683630188678,5.2056144250911185,3541.900054831997,0.37409299514038624,,,
2023-08-14,23:05am,Leonardo,0.4636,0.5302,0.0026,108,0.4411,0.5019,0.011,132,0.4587,0.5239,0.0036,139,1213.221,184.4,1310.0,506.74809160305347,15786.941199389314,657.7892166412214,5.223561381546135,3467.6089875255866,0.37778192544563355,,,
2023-08-15,23:06am,Leonardo,0.4668,0.5319,0.0032,118,0.4453,0.503,0.0124,135,0.457,0.529,0.0037,125,1215.965,185.1,1323.0,503.6734693877551,15684.950914285715,653.5396214285714,5.274411091502015,3514.6565749332826,0.3764236908481205,,,
2023-08-16,23:05am,Leonardo,0.4515,0.5352,0.0027,119,0.4368,0.4994,0.0121,118,0.4465,0.5306,0.0036,116,1212.963,188.2,1329.0,509.7968397291196,15483.47824469526,645.1449268623024,5.290363941684251,3584.3273777699133,0.37078086344525635,,,
2023-08-17,01:14am,Leonardo,0.4484,0.5358,0.0021,131,0.4333,0.5007,0.0114,90,0.4438,0.5394,0.0016,163,1202.04,183.9,1319.0,501.9257012888553,15671.711498711147,652.9879791129645,5.378104617686552,3560.5203810932053,0.370451467432696,,,
2023-08-18,00:00am,Leonardo,0.454,0.5258,0.0017,122,0.4343,0.4996,0.01,118,0.4487,0.5222,0.0027,147,1214.073,190.9,1325.0,518.6716981132075,15506.43730233962,646.1015542641509,5.206611478227508,3578.1916722970727,0.3702987769655718,,,
2023-08-19,00:00am,Cristián,0.4537,0.5311,0.0018,85,0.4369,0.5003,0.0108,120,0.4476,0.5233,0.0039,111,1213.35,189.5,1341.0,508.7248322147652,5461.094939597317,227.54562248322154,5.217579062727795,3559.432436592902,0.37674545700426576,,,
2023-08-20,00:00am,Cristián,0.4572,0.5361,0.0021,107,0.4519,0.5081,0.0077,130,0.4541,0.5312,0.0028,131,1104.868,169.8,1203.0,508.1296758104739,15931.481189027434,663.8117162094765,5.29634626050259,3237.5505421200237,0.3715772107181522,,,
2023-08-21,01:00am,Cristián,0.4794,0.5228,0.0025,133,0.4483,0.5002,0.0121,140,0.4702,0.519,0.0034,146,1235.367,192.1,1328.0,520.7530120481927,17038.486556024094,709.9369398343373,5.174705777863035,3578.61952773896,0.37109281657529425,,,
2023-08-22,00:00am,Jason,0.4736,0.5249,0.0025,144,0.4451,0.499,0.0121,149,0.4651,0.5231,0.0032,151,1219.442,192.1,1335.0,518.0224719101124,16742.38786786517,697.5994944943822,5.215584956455017,3606.8899324860313,0.3701249622219156,,,
2023-08-23,00:00am,Cristián,46.62,0.5283,0.0022,179,0.4417,0.5023,0.0119,158,0.4553,0.523,0.0041,202,1235.267,192.2,1337.0,517.5168287210171,16694.10961256544,695.58790052356,5.214587903318626,3608.0776620642237,0.3705574339647353,,,
2023-08-24,00:00am,Cristián,0.4522,0.5393,0.0018,185,0.4396,0.5006,0.0112,141,0.4463,0.5305,0.0037,205,1232.998,190.4,1339.0,511.90440627333834,15379.318125168036,640.8049218820015,5.28936688854786,3625.543640086246,0.3693239229546682,,,
2023-08-25,00:06am,Jason,0.4655,0.5251,0.0019,168,0.4402,0.5018,0.0107,143,0.4563,0.5202,0.0038,164,1226.099,193.7,1338.0,521.1659192825113,16240.942404484305,676.7059335201794,5.186670415499712,3616.769014136259,0.36994344808042307,,,
2023-08-26,00:07am,Jason,0.4611,0.5276,0.0019,203,0.4368,0.5024,0.011,88,0.4549,0.5238,0.0033,170,1245.561,192.5,1340.0,517.1641791044776,16585.781037313434,691.0742098880597,5.222564328409745,3619.2370795879533,0.3702437752855245,,,
2023-08-27,00:14am,jason,0.4703,0.5216,0.002,182,0.4414,0.5041,0.0106,179,0.4672,0.5221,0.0019,219,1246.496,191.7,1342.0,514.24739195231,16515.250406557378,688.1354336065574,5.2056144250911185,3592.4986270438826,0.3735561622480774,,,
2023-08-28,00:05am,Jason,0.4691,0.5149,0.005,220,0.4621,0.5208,0.0049,213,0.4634,0.5181,0.0043,268,1240.624,190.7,1338.0,513.0941704035874,16465.781986547085,686.0742494394618,5.165732299635527,3546.378538345782,0.37728628952963206,,,
2023-08-29,00:10am,jason,0.4502,0.5214,0.0054,156,46.57,0.5286,0.06,276,0.4505,0.5243,0.0037,226,1229.492,188.9,1345.0,505.6059479553904,15006.000274795542,625.2500114498142,5.227549594091694,3554.942825966116,0.3783464505183634,,,
2023-08-30,00:06am,jason,0.4406,0.5277,0.0061,135,47.14,0.5307,0.03,257,0.4453,0.5305,0.0038,181,1058.34,158.4,1127.0,505.980479148181,14155.456618988466,589.8106924578527,5.28936688854786,3016.208574525532,0.3736479000552155,,,
2023-08-31,00:22am,Agustín,0.4532,0.5161,0.0049,149,46.77,0.5293,0.03,168,0.452,0.5198,0.0041,105,1250.73,192.6,1339.0,517.8192681105303,16692.282115608665,695.5117548170277,5.182682202954153,3593.4645322402916,0.37262090330559644,,,
2023-09-01,00:30am,Agustín,0.4511,0.5164,0.0051,158,46.62,0.5298,0.04,242,0.4533,0.5218,0.0032,138,1125.658,174.7,1201.0,523.6636136552872,16145.884551207326,672.7451896336386,5.202623265681949,3272.0338242526914,0.36704999535703137,,,
2023-09-02,00:20am,Agustín,0.4548,0.5177,0.005,132,47.02,0.5301,0.03,272,0.4555,0.5222,0.0037,124,1253.207,192.9,1345.0,516.3122676579926,15212.521391821561,633.8550579925651,5.206611478227508,3615.6792749403107,0.37199095874514587,,,
2023-09-03,00:19am,Agustín,0.4528,0.5115,0.0055,51,46.62,0.5281,0.03,132,0.4515,0.5148,0.0048,66,930.39,146.4,977.0,539.4472876151485,16042.70056679632,668.4458569498466,5.132829546134664,2705.2064839948134,0.36115542594635935,,,
2023-09-04,00:19am,Agustín,0.4473,0.5137,0.0049,97,46.31,0.5279,0.04,40,0.4516,0.5184,0.0044,73,1360.802,220.2,1504.0,527.0744680851063,15529.585088297872,647.0660453457447,5.1687234590446955,4097.350460453911,0.36706647735311965,,,
2023-09-05,00:17am,Agustín,0.4476,0.521,0.005,82,46.85,0.5306,0.03,169,0.4468,0.5236,0.0039,61,1234.952,191.1,1343.0,512.2561429635145,15465.90428175726,644.4126784065526,5.220570222136963,3591.5434900213454,0.3739339377989874,,,
2023-09-06,00:00am,Leonardo,0.4579,0.5232,0.0025,51,46.87,0.5263,0.06,289,0.4597,0.5264,0.0019,100,1237.673,190.0,1346.0,508.1723625557206,14394.271827637443,599.7613261515602,5.248487709955879,3589.965593609821,0.374933955466285,,,
2023-09-07,00:00am,Leonardo,0.458,0.5239,0.0015,145,44.52,0.5085,0.71,21,0.4544,0.5246,0.0019,133,1191.2,182.3,1278.0,513.5211267605634,15021.822977464792,625.9092907276996,5.230540753500862,3432.699285707546,0.3723017641892215,,,
2023-09-08,00:00am,Leonardo,0.4749,0.5172,0.0019,307,45.86,0.509,0.58,31,0.4692,0.5179,0.0021,288,1260.73,195.0,1340.0,523.8805970149253,15544.82605970149,647.7010858208954,5.163738193362747,3624.944211740648,0.36966086144441673,,,
2023-09-09,00:00am,Leonardo,0.4759,0.5142,0.0014,178,45.72,0.5081,0.61,42,0.4692,0.5141,0.002,173,1254.192,198.4,1346.0,530.6389301634472,15927.498936106982,663.6457890044576,5.125850174179935,3661.087228406277,0.3676503497530521,,,
2023-09-10,00:00am,Leonardo,0.4781,0.5182,0.0023,278,46.04,0.5034,0.7,55,0.4719,0.5164,0.0026,262,850.5455,126.7,824.0,553.5436893203884,17235.18059417476,718.1325247572817,5.1487823963169,2348.4626266080645,0.35086783611716277,,,
2023-09-11,00:00am,Leonardo,0.4783,0.5155,0.0014,45,46.28,0.5109,0.43,44,0.4799,0.5208,0.0016,43,1268.932,196.8,1345.0,526.7509293680298,16975.681213382904,707.320050557621,5.1926527343180515,3678.890609209653,0.3655993458008664,,,
2023-09-12,00:15am,Cristián,0.4605,0.5253,0.0015,112,45.57,0.5081,0.53,50,0.4572,0.5255,0.0013,101,1053.936,166.3,1127.0,531.2156166814552,15391.765319254659,641.3235549689441,5.239514231728371,3136.792380251142,0.3592842188394275,,,
2023-09-13,00:10AM,Jason,0.4561,0.5268,0.0008,79,45.39,0.5099,0.38,28,0.4579,0.5267,0.0014,60,1242.281,196.2,1343.0,525.9270290394638,14684.440133432612,611.8516722263588,5.251478869365049,3709.224555009921,0.3620702872211003,,,
2023-09-14,00:30AM,Jason,0.4693,0.5212,0.0009,72,46.21,0.5121,0.43,25,0.4677,0.5202,0.0012,62,1246.998,194.8,1342.0,522.5633383010432,15373.74025394933,640.5725105812221,5.186670415499712,3637.308228981639,0.36895415937178594,,,
2023-09-15,00:13am,jason,0.471,0.5136,0.0007,25,45.17,0.5116,0.45,34,0.4726,0.5188,0.0007,25,1261.06,197.7,1346.0,528.7667161961367,15951.226212481426,664.6344255200594,5.172711671590255,3681.5223509042166,0.36560962333134,,,
2023-09-16,00:20AM,Cristián,0.4842,0.5103,0.0013,11,46.78,0.5095,0.46,32,0.4789,0.5122,0.0007,10,1148.841,168.7,1126.0,539.3605683836589,16014.294869626996,667.2622862344582,5.106906164588528,3101.5262518779045,0.36304706410859244,,,
2023-09-17,00:20AM,Cristián,0.4688,0.5125,0.0005,26,46.03,0.506,0.37,26,0.4657,0.5121,0.0007,21,1366.91,223.2,1503.0,534.6107784431138,17771.499420359283,740.4791425149701,5.105909111452138,4102.700089234022,0.3663441068831847,,,
2023-09-18,00:25am,jason,0.4551,0.5184,0.0004,45,46.13,0.505,0.23,20,0.4553,0.5166,0.0005,33,1240.387,199.6,1335.0,538.2471910112358,17341.366414382017,722.556933932584,5.150776502589679,3701.1419637008394,0.3606994849408881,,,
2023-09-19,00:11am,jason,0.4618,0.5251,0.0011,60,46.93,0.5066,0.28,20,0.4673,0.5267,0.0007,26,1184.515,184.9,1276.0,521.6614420062697,15395.830654231977,641.4929439263324,5.251478869365049,3495.594394604151,0.3650309091837576,,,
2023-09-20,00:10am,jason,0.4583,0.5243,0.001,51,46.16,0.5125,0.22,26,0.4571,0.5237,0.0005,35,1224.08,190.6,1336.0,513.5928143712575,13947.50138982036,581.145891242515,5.2215672752733555,3582.8306016015654,0.3728895246687893,,,
2023-09-21,,Jason,0.4611,0.5243,0.0015,169,46.62,0.5123,0.32,45,0.4645,0.5239,0.0011,127,786.074,192.3,1354.0,511.2850812407682,14085.229091875926,586.8845454948303,5.223561381546135,3616.167073216759,0.3744296025558217,,,
2023-09-22,00:13am,jason,0.4437,0.5179,0.0043,141,45.62,0.5102,0.43,49,0.4484,0.5176,0.0037,93,904.719,128.6,946.0,489.38689217758986,8232.44672473573,343.0186135306554,5.1607470339535775,2389.219446839148,0.3959452118354068,,,
2023-09-23,00:12am,jason,0.4432,0.5139,0.0033,215,44.55,0.5082,0.45,61,0.4431,0.5163,0.0031,164,1130.743,175.0,1175.0,536.1702127659574,12238.74995744681,509.94791489361705,5.1477853431805105,3243.1047662037217,0.36230713612604587,,,
2023-09-24,00:37am,Agustín,0.4492,0.5169,0.0034,561,0.4536,0.5071,0.0047,78,0.4465,0.5186,0.0031,512,1131.347,146.0,1198.0,438.7312186978297,10067.209903171954,419.4670792988314,5.170717565317475,2717.729152330865,0.44080919504893756,,,
2023-09-25,00:19am,Agustín,0.4453,0.5166,0.0056,942,0.4436,0.5127,0.0064,397,0.4431,0.5151,0.0059,436,818.999,127.3,824.0,556.1650485436893,12913.941084466018,538.0808785194174,5.135820705543833,2353.6439129366277,0.35009543944644544,,,
2023-09-26,00:14am,Agustín,0.4259,0.5302,0.0046,323,0.433,0.5165,0.0059,227,0.4331,0.518,0.0055,240,773.293,120.6,796.0,545.427135678392,11285.443772864322,470.2268238693468,5.164735246499138,2242.3214546200657,0.3549892449006035,,,
2023-09-27,00:12am,Agustín,0.4345,0.5207,0.0036,42,0.435,0.514,0.0049,76,0.4355,0.5154,0.0044,62,996.295,154.8,1053.0,529.2307692307693,12799.282092307692,533.3034205128205,5.138811864953002,2863.7570761010093,0.3676987859017896,,,
2023-09-28,00:17am,Agustín,0.4545,0.5147,0.0027,274,0.4521,0.5094,0.0042,165,0.4556,0.5165,0.0037,115,1073.767,167.5,1124.0,536.4768683274021,12568.429857651246,523.6845774021352,5.149779449453289,3105.3170080203336,0.3619598247447721,,,
2023-09-29,00:14am,Agustín,0.4439,0.5216,0.0032,229,0.4456,0.5132,0.0048,124,0.4439,0.5142,0.0043,132,813.991,126.0,823.0,551.1543134872419,14719.066469015797,613.2944362089916,5.126847227316325,2325.537902310685,0.3538966185768275,,,
2023-09-30,00:19am,Leonardo,0.4635,0.5033,0.0028,201,0.4583,0.5006,0.0041,154,0.4585,0.5043,0.0033,145,1164.576,182.5,1202.0,546.5890183028285,14763.555224625623,615.148134359401,5.028138966813734,3303.4873011966233,0.3638579145028344,,,
2023-10-01,00:10am,Leonardo,0.458,0.5073,0.0028,203,0.4641,0.5081,0.0042,131,0.4574,0.5068,0.0034,128,1283.433,201.5,1345.0,539.3308550185874,13913.565711524165,579.7319046468402,5.0530652952234805,3665.4935651551127,0.3669355780039635,,,
2023-10-02,00:10am,Leonardo,0.4641,0.5059,0.0036,116,0.4597,0.5035,0.0049,88,0.4611,0.5061,0.004,93,1219.259,190.8,1275.0,538.729411764706,12589.734629647062,524.5722762352942,5.046085923268752,3466.0554989748407,0.3678533134789989,,,
2023-10-03,00:19am,Leonardo,0.4559,0.5116,0.0033,88,0.4552,0.5006,0.0049,55,0.4561,0.5051,0.004,67,1087.667,170.7,1125.0,546.2399999999999,13510.656460799995,562.9440191999998,5.036115391904853,3094.7936306333704,0.3635137376736042,,,
2023-10-04,00:14am,Leonardo,0.434,0.5248,0.0026,74,0.4395,0.5143,0.0041,64,0.4378,0.5145,0.0037,64,878.314,137.5,902.0,548.7804878048781,15708.753658536589,654.5314024390245,5.129838386725493,2539.270001429119,0.35522020088149275,,,
2023-10-05,00:37am,Leonardo,0.4536,0.5095,0.0022,209,0.4514,0.5064,0.0031,97,0.4524,0.5095,0.0025,69,1151.105,181.7,1201.0,544.6461282264779,16951.95279367194,706.3313664029974,5.079985729906004,3322.9202656461152,0.3614290756285948,,,
2023-10-06,00:30am,Cristián,0.4635,0.5088,0.0023,132,0.4585,0.5065,0.0035,99,0.4583,0.5084,0.0029,94,1287.595,200.7,1346.0,536.7904903417533,16429.707575037148,684.5711489598812,5.069018145405717,3662.4669904185384,0.36751184475417814,,,
2023-10-07,00:19am,Cristián,0.4612,0.5072,0.0022,108,0.4569,0.5048,0.0033,101,0.4571,0.5047,0.0027,85,1271.959,200.6,1338.0,539.7309417040359,17766.188475336323,740.2578531390135,5.0321271793592945,3634.000963846108,0.36818922540513155,,,
2023-10-08,00:45am ,Cristián,0.4618,0.5042,0.002,52,0.4559,0.5012,0.003,66,0.4598,0.5039,0.0024,42,1281.588,204.3,1345.0,546.825278810409,17164.604898736063,715.1918707806693,5.0241507542681765,3695.1623967491587,0.36398941523741196,,,
2023-10-09,00:06am,Jason,46.24,0.5035,0.26,103,0.4545,0.498866666666667,0.0039,86,0.4589,0.5061,0.0031,65,1222.381,191.7,1276.0,540.846394984326,18027.63265768025,751.151360736677,5.046085923268752,3482.404817366231,0.3664134605020012,,,
2023-10-10,00:16am,Jason,46.56,0.5073,0.17,118,0.4532,0.496216666666667,0.0027,91,0.463,0.5065,0.0022,99,1377.194,224.3,1501.0,537.9613590939374,17240.04767488341,718.3353197868088,5.050074135814309,4077.833863187338,0.3680875804064221,,,
2023-10-11,00:15am,Cristián,0.4483,0.5125,0.0018,105,0.4473,0.5087,0.003,83,0.4479,0.511,0.0022,77,1212.285,190.0,1277.0,535.6303837118246,16811.718371182462,700.4882654659359,5.094941526951851,3484.9400044350664,0.36643385492285135,,,
2023-10-12,00:29am,jason,43.9,0.5135,0.15,70,0.4375,0.5086,0.0026,61,0.438,0.5107,0.0023,35,1147.259,182.4,1202.0,546.2895174708818,15760.392487188019,656.6830202995008,5.091950367542682,3343.578289343227,0.3594950965649758,,,
2023-10-13,00:19am,jason,45.58,0.5122,0.2,52,0.4522,0.5063,0.0032,64,0.4515,0.51,0.0025,40,1261.273,198.1,1334.0,534.6026986506747,14779.000721739132,615.7916967391305,5.084970995587954,3626.397915213505,0.3678581422087158,,,
2023-10-14,00:10am,jason,45.91,0.5093,0.33,69,0.4555,0.5052,0.0045,54,0.455,0.5086,0.0033,41,1264.465,195.6,1335.0,527.4606741573034,14937.164106067416,622.381837752809,5.071012251678496,3570.8039871419296,0.37386538292417826,,,
2023-10-15,00:18am,jason,47.3,0.4968,0.31,92,0.4521,0.4998,0.0052,66,0.458,0.5017,0.004,30,1286.024,203.5,1351.0,542.2649888971133,17176.21641006662,715.6756837527759,5.002215585267599,3664.6231377670433,0.36866000928630327,,,
2023-10-16,00:42am,jason,46.64,0.5026,0.27,121,0.4602,0.5016,0.0038,75,0.4634,0.5076,0.003,61,1278.089,182.2,1335.0,491.32584269662914,15739.814987865167,655.8256244943819,5.0610417203145985,3319.6384851887515,0.40215222409198365,,,
2023-10-17,00:14am,Agustín,0.4501,0.5144,0.0024,74,0.4472,0.5095,0.0035,46,0.4486,0.5114,0.0027,47,1142.888,178.4,1202.0,534.3094841930116,16076.111408985022,669.8379753743759,5.09892973949741,3274.7366358948166,0.3670524178417039,,,
2023-10-18,00:12am,Agustín,0.4389,0.5192,0.0022,143,0.4385,0.512,0.0032,72,0.439,0.515,0.0027,48,1144.823,180.2,1200.0,540.6,16071.275754,669.63648975,5.134823652407443,3331.0627997897564,0.360245384769011,,,
